ARCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CICE_D39;OUV_OCDE;EMPLOI_ESTEL;PE;SMB;TXENT;spd_ent;SFP;TEMPVS1;IMMAT;PIMMOP;PIMMO;PART_EMERGENTS_CPB;Dummy2009q1plus;Dummy2011q1;TENDP1MI;Dummy2000q2plus;BALneg;BALpos;JUPneg;JUPpos;FILneg;indic1999q3;indiccrise;Dummy1998q1plus;trendavant1998;Dummy2009q2;Trend1990Q2;Trend2000Q4;Trend2001Q1;Trend2011Q3;Rupt2008Q4;TENDP2BMNA5
Comment;CICE_D39;OUV_OCDE;EMPLOI_ESTEL;Effets des politique de l'emploi;SMB;TXENT;spd_ent;SFP;TEMPVS1;IMMAT;PIMMOP;PIMMO;PART_EMERGENTS_CPB;Dummy2009q1plus;Dummy2011q1;TENDP1MI;Dummy2000q2plus;BALneg;BALpos;JUPneg;JUPpos;FILneg;indic1999q3;indiccrise;Dummy1998q1plus;trendavant1998;Dummy2009q2;Trend1990Q2;Trend2000Q4;Trend2001Q1;Trend2011Q3;Rupt2008Q4;TENDP2BMNA5
Org.;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS;Scalar TS
Type;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric;Numeric
1993Q4;0;0.151825322191005;13765.852514856;114.8899658965;137.804696924613;8.93;2.56333333333333;-4.17768944493655;-1.4859126344086;435395;43.9;43.0947132166642;97.4814146797983;0;0;0;0;0;0;0;0;0;0;0;0;16;0;15;0;0;0;0;0
1994Q1;0;0.153913435836108;13791.5377272271;119.848609504078;138.445395386919;8.28;2.18;-0.117268757461778;0.440968701996929;452373;44.2;42.8968391630054;99.5099069850507;0;0;0;0;0;0;0;0;0;0;0;0;17;0;16;0;0;0;0;0
1994Q2;0;0.156631408154148;13838.136590778;127.979306874347;139.181517024463;8;2.56666666666667;1.5462168232673;-1.75601075268817;503267;44.2;42.7661020089763;100.281715419425;0;0;0;0;0;0;0;0;0;0;0;0;18;0;17;0;0;0;0;0
1994Q3;0;0.159150222246447;13928.187117945;137.110363389074;139.835847368946;7.78;2.78;4.6306666202067;-0.140639336917562;490873;43.8;42.7025016515216;99.9261284567642;0;0;0;0;0;0;0;0;0;0;0;0;19;0;18;0;0;0;0;0
1994Q4;0;0.16189919678958;13962.6032720708;146.199151283175;140.422018302546;7.94;2.94;4.47371864732111;1.08075403225807;508338;42.8;42.7060380906415;99.3726681384309;0;0;0;0;0;0;0;0;0;0;0;0;20;0;19;0;0;0;0;0
1995Q1;0;0.164024073463799;14012.3493355565;155.652373425044;141.580728287569;8.03;3.03;2.48183559300836;0.107635368663595;479891;42.5;42.7767114293911;100;0;0;0;0;0;0;0;0;0;0;0;0;21;0;20;0;0;0;0;0
1995Q2;0;0.166299410010112;14048.7959412532;169.021356288994;142.57585568647;8.66;3.66;4.66034267883011;-1.75601075268817;563417;41.3;42.8014442948545;101.028386460388;0;0;0;0;0;1;0;0;0;0;0;0;22;0;21;0;0;0;0;0
1995Q3;0;0.168178230608795;14089.4049726701;183.655542166653;142.943916505242;8.37;3.37;-2.55168550105502;-0.340639336917565;439376;40.5;42.7802366355041;101.55454777687;0;0;0;0;1;0;0;0;0;0;0;0;23;0;22;0;0;0;0;0
1995Q4;0;0.169909322604463;14103.3135659303;198.908757046467;143.461928027958;8.22;3.47;-11.5333837660441;0.0807540322580653;450562;39.4;42.7130885543951;100.820226051974;0;0;0;0;0;0;0;0;0;0;0;0;24;0;23;0;0;0;0;0
1996Q1;0;0.171548601061927;14105.6485852368;214.973930213553;144.470687309036;7.75;3.78333333333333;-8.06301813699526;-1.4923646313364;545111;38.2;42.6;101.588121547613;0;0;0;0;0;0;0;1;0;0;0;0;25;0;24;0;0;0;0;0
